Reading,Receive,Value,Unit,Data Quality,River Stage,Rain Increment,Flow Volume,collectiontime,Lat_deg,Lon_deg
2025-05-24 17:15:00,2025-05-24 18:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 17:15:00,30.18611,-93.90833
2025-05-24 17:00:00,2025-05-24 17:22:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 17:00:00,30.18611,-93.90833
2025-05-24 16:45:00,2025-05-24 17:22:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 16:45:00,30.18611,-93.90833
2025-05-24 16:30:00,2025-05-24 17:22:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 16:30:00,30.18611,-93.90833
2025-05-24 16:15:00,2025-05-24 17:22:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 16:15:00,30.18611,-93.90833
2025-05-24 16:00:00,2025-05-24 16:37:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 16:00:00,30.18611,-93.90833
2025-05-24 15:45:00,2025-05-24 16:37:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 15:45:00,30.18611,-93.90833
2025-05-24 15:30:00,2025-05-24 16:37:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 15:30:00,30.18611,-93.90833
2025-05-24 15:15:00,2025-05-24 16:37:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 15:15:00,30.18611,-93.90833
2025-05-24 15:00:00,2025-05-24 15:22:11,4.0,ft,A,4.0,0.0,1.6,2025-05-24 15:00:00,30.18611,-93.90833
2025-05-24 14:45:00,2025-05-24 15:22:11,4.0,ft,A,4.0,0.0,1.6,2025-05-24 14:45:00,30.18611,-93.90833
2025-05-24 14:30:00,2025-05-24 15:22:11,4.0,ft,A,4.0,0.0,1.6,2025-05-24 14:30:00,30.18611,-93.90833
2025-05-24 14:15:00,2025-05-24 15:22:11,4.0,ft,A,4.0,0.0,1.6,2025-05-24 14:15:00,30.18611,-93.90833
2025-05-24 14:00:00,2025-05-24 14:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 14:00:00,30.18611,-93.90833
2025-05-24 13:45:00,2025-05-24 14:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 13:45:00,30.18611,-93.90833
2025-05-24 13:30:00,2025-05-24 14:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 13:30:00,30.18611,-93.90833
2025-05-24 13:15:00,2025-05-24 14:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 13:15:00,30.18611,-93.90833
2025-05-24 13:00:00,2025-05-24 13:37:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 13:00:00,30.18611,-93.90833
2025-05-24 12:45:00,2025-05-24 13:37:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 12:45:00,30.18611,-93.90833
2025-05-24 12:30:00,2025-05-24 13:37:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 12:30:00,30.18611,-93.90833
2025-05-24 12:15:00,2025-05-24 13:37:14,4.0,ft,A,4.0,0.0,1.6,2025-05-24 12:15:00,30.18611,-93.90833
2025-05-24 12:00:00,2025-05-24 12:37:15,4.0,ft,A,4.0,0.0,1.6,2025-05-24 12:00:00,30.18611,-93.90833
2025-05-24 11:45:00,2025-05-24 12:37:15,4.0,ft,A,4.0,0.0,1.6,2025-05-24 11:45:00,30.18611,-93.90833
2025-05-24 11:30:00,2025-05-24 12:37:15,4.0,ft,A,4.0,0.0,1.6,2025-05-24 11:30:00,30.18611,-93.90833
2025-05-24 11:15:00,2025-05-24 12:37:15,4.0,ft,A,4.0,0.0,1.6,2025-05-24 11:15:00,30.18611,-93.90833
2025-05-24 11:00:00,2025-05-24 11:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 11:00:00,30.18611,-93.90833
2025-05-24 10:45:00,2025-05-24 11:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 10:45:00,30.18611,-93.90833
2025-05-24 10:30:00,2025-05-24 11:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 10:30:00,30.18611,-93.90833
2025-05-24 10:15:00,2025-05-24 11:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 10:15:00,30.18611,-93.90833
2025-05-24 10:00:00,2025-05-24 10:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 10:00:00,30.18611,-93.90833
2025-05-24 09:45:00,2025-05-24 10:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 09:45:00,30.18611,-93.90833
2025-05-24 09:30:00,2025-05-24 10:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 09:30:00,30.18611,-93.90833
2025-05-24 09:15:00,2025-05-24 10:22:12,4.0,ft,A,4.0,0.0,1.6,2025-05-24 09:15:00,30.18611,-93.90833
2025-05-24 09:00:00,2025-05-24 09:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 09:00:00,30.18611,-93.90833
2025-05-24 08:45:00,2025-05-24 09:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 08:45:00,30.18611,-93.90833
2025-05-24 08:30:00,2025-05-24 09:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 08:30:00,30.18611,-93.90833
2025-05-24 08:15:00,2025-05-24 09:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 08:15:00,30.18611,-93.90833
2025-05-24 08:00:00,2025-05-24 08:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 08:00:00,30.18611,-93.90833
2025-05-24 07:45:00,2025-05-24 08:22:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 07:45:00,30.18611,-93.90833
2025-05-24 07:30:00,2025-05-24 08:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 07:30:00,30.18611,-93.90833
2025-05-24 07:15:00,2025-05-24 08:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 07:15:00,30.18611,-93.90833
2025-05-24 07:00:00,2025-05-24 07:37:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 07:00:00,30.18611,-93.90833
2025-05-24 06:45:00,2025-05-24 07:37:13,4.0,ft,A,4.0,0.0,1.6,2025-05-24 06:45:00,30.18611,-93.90833
2025-05-24 06:30:00,2025-05-24 07:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 06:30:00,30.18611,-93.90833
2025-05-24 06:15:00,2025-05-24 07:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 06:15:00,30.18611,-93.90833
2025-05-24 06:00:00,2025-05-24 06:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 06:00:00,30.18611,-93.90833
2025-05-24 05:45:00,2025-05-24 06:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 05:45:00,30.18611,-93.90833
2025-05-24 05:30:00,2025-05-24 06:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 05:30:00,30.18611,-93.90833
2025-05-24 05:15:00,2025-05-24 06:22:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 05:15:00,30.18611,-93.90833
2025-05-24 05:00:00,2025-05-24 05:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-24 05:00:00,30.18611,-93.90833
2025-05-24 04:45:00,2025-05-24 05:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-24 04:45:00,30.18611,-93.90833
2025-05-24 04:30:00,2025-05-24 05:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-24 04:30:00,30.18611,-93.90833
2025-05-24 04:15:00,2025-05-24 05:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-24 04:15:00,30.18611,-93.90833
2025-05-24 04:00:00,2025-05-24 04:37:11,4.0,ft,A,4.0,0.0,1.7,2025-05-24 04:00:00,30.18611,-93.90833
2025-05-24 03:45:00,2025-05-24 04:37:11,4.0,ft,A,4.0,0.0,1.7,2025-05-24 03:45:00,30.18611,-93.90833
2025-05-24 03:30:00,2025-05-24 04:37:11,4.0,ft,A,4.0,0.0,1.7,2025-05-24 03:30:00,30.18611,-93.90833
2025-05-24 03:15:00,2025-05-24 04:37:11,4.0,ft,A,4.0,0.0,1.7,2025-05-24 03:15:00,30.18611,-93.90833
2025-05-24 03:00:00,2025-05-24 03:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 03:00:00,30.18611,-93.90833
2025-05-24 02:45:00,2025-05-24 03:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 02:45:00,30.18611,-93.90833
2025-05-24 02:30:00,2025-05-24 03:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 02:30:00,30.18611,-93.90833
2025-05-24 02:15:00,2025-05-24 03:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 02:15:00,30.18611,-93.90833
2025-05-24 02:00:00,2025-05-24 02:52:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 02:00:00,30.18611,-93.90833
2025-05-24 01:45:00,2025-05-24 02:52:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 01:45:00,30.18611,-93.90833
2025-05-24 01:30:00,2025-05-24 02:52:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 01:30:00,30.18611,-93.90833
2025-05-24 01:15:00,2025-05-24 02:52:13,4.0,ft,A,4.0,0.0,1.7,2025-05-24 01:15:00,30.18611,-93.90833
2025-05-24 01:00:00,2025-05-24 01:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 01:00:00,30.18611,-93.90833
2025-05-24 00:45:00,2025-05-24 01:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 00:45:00,30.18611,-93.90833
2025-05-24 00:30:00,2025-05-24 01:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 00:30:00,30.18611,-93.90833
2025-05-24 00:15:00,2025-05-24 01:37:12,4.0,ft,A,4.0,0.0,1.7,2025-05-24 00:15:00,30.18611,-93.90833
2025-05-24 00:00:00,2025-05-24 00:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-24 00:00:00,30.18611,-93.90833
2025-05-23 23:45:00,2025-05-24 00:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 23:45:00,30.18611,-93.90833
2025-05-23 23:30:00,2025-05-24 00:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 23:30:00,30.18611,-93.90833
2025-05-23 23:15:00,2025-05-24 00:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 23:15:00,30.18611,-93.90833
2025-05-23 23:00:00,2025-05-23 23:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 23:00:00,30.18611,-93.90833
2025-05-23 22:45:00,2025-05-23 23:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 22:45:00,30.18611,-93.90833
2025-05-23 22:30:00,2025-05-23 23:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 22:30:00,30.18611,-93.90833
2025-05-23 22:15:00,2025-05-23 23:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 22:15:00,30.18611,-93.90833
2025-05-23 22:00:00,2025-05-23 22:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-23 22:00:00,30.18611,-93.90833
2025-05-23 21:45:00,2025-05-23 22:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-23 21:45:00,30.18611,-93.90833
2025-05-23 21:30:00,2025-05-23 22:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-23 21:30:00,30.18611,-93.90833
2025-05-23 21:15:00,2025-05-23 22:22:14,4.0,ft,A,4.0,0.0,1.7,2025-05-23 21:15:00,30.18611,-93.90833
2025-05-23 21:00:00,2025-05-23 21:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 21:00:00,30.18611,-93.90833
2025-05-23 20:45:00,2025-05-23 21:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 20:45:00,30.18611,-93.90833
2025-05-23 20:30:00,2025-05-23 21:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 20:30:00,30.18611,-93.90833
2025-05-23 20:15:00,2025-05-23 21:37:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 20:15:00,30.18611,-93.90833
2025-05-23 20:00:00,2025-05-23 20:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 20:00:00,30.18611,-93.90833
2025-05-23 19:45:00,2025-05-23 20:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 19:45:00,30.18611,-93.90833
2025-05-23 19:30:00,2025-05-23 20:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 19:30:00,30.18611,-93.90833
2025-05-23 19:15:00,2025-05-23 20:22:16,4.0,ft,A,4.0,0.0,1.7,2025-05-23 19:15:00,30.18611,-93.90833
2025-05-23 19:00:00,2025-05-23 19:37:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 19:00:00,30.18611,-93.90833
2025-05-23 18:45:00,2025-05-23 19:37:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 18:45:00,30.18611,-93.90833
2025-05-23 18:30:00,2025-05-23 19:37:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 18:30:00,30.18611,-93.90833
2025-05-23 18:15:00,2025-05-23 19:37:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 18:15:00,30.18611,-93.90833
2025-05-23 18:00:00,2025-05-23 18:22:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 18:00:00,30.18611,-93.90833
2025-05-23 17:45:00,2025-05-23 18:22:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 17:45:00,30.18611,-93.90833
2025-05-23 17:30:00,2025-05-23 18:22:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 17:30:00,30.18611,-93.90833
2025-05-23 17:15:00,2025-05-23 18:22:15,4.0,ft,A,4.0,0.0,1.7,2025-05-23 17:15:00,30.18611,-93.90833
2025-05-23 17:00:00,2025-05-23 17:22:13,4.0,ft,A,4.0,0.0,1.7,2025-05-23 17:00:00,30.18611,-93.90833
2025-05-23 16:45:00,2025-05-23 17:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 16:45:00,30.18611,-93.90833
2025-05-23 16:30:00,2025-05-23 17:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 16:30:00,30.18611,-93.90833
2025-05-23 16:15:00,2025-05-23 17:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 16:15:00,30.18611,-93.90833
2025-05-23 16:00:00,2025-05-23 16:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 16:00:00,30.18611,-93.90833
2025-05-23 15:45:00,2025-05-23 16:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 15:45:00,30.18611,-93.90833
2025-05-23 15:30:00,2025-05-23 16:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 15:30:00,30.18611,-93.90833
2025-05-23 15:15:00,2025-05-23 16:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 15:15:00,30.18611,-93.90833
2025-05-23 15:00:00,2025-05-23 15:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 15:00:00,30.18611,-93.90833
2025-05-23 14:45:00,2025-05-23 15:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 14:45:00,30.18611,-93.90833
2025-05-23 14:30:00,2025-05-23 15:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 14:30:00,30.18611,-93.90833
2025-05-23 14:15:00,2025-05-23 15:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 14:15:00,30.18611,-93.90833
2025-05-23 14:00:00,2025-05-23 14:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 14:00:00,30.18611,-93.90833
2025-05-23 13:45:00,2025-05-23 14:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 13:45:00,30.18611,-93.90833
2025-05-23 13:30:00,2025-05-23 14:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 13:30:00,30.18611,-93.90833
2025-05-23 13:15:00,2025-05-23 14:37:11,4.0,ft,A,4.0,0.0,1.8,2025-05-23 13:15:00,30.18611,-93.90833
2025-05-23 13:00:00,2025-05-23 13:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 13:00:00,30.18611,-93.90833
2025-05-23 12:45:00,2025-05-23 13:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 12:45:00,30.18611,-93.90833
2025-05-23 12:30:00,2025-05-23 13:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 12:30:00,30.18611,-93.90833
2025-05-23 12:15:00,2025-05-23 13:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 12:15:00,30.18611,-93.90833
2025-05-23 12:00:00,2025-05-23 12:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 12:00:00,30.18611,-93.90833
2025-05-23 11:45:00,2025-05-23 12:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 11:45:00,30.18611,-93.90833
2025-05-23 11:30:00,2025-05-23 12:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 11:30:00,30.18611,-93.90833
2025-05-23 11:15:00,2025-05-23 12:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 11:15:00,30.18611,-93.90833
2025-05-23 11:00:00,2025-05-23 11:37:12,4.0,ft,A,4.0,0.0,1.8,2025-05-23 11:00:00,30.18611,-93.90833
2025-05-23 10:45:00,2025-05-23 11:37:12,4.0,ft,A,4.0,0.0,1.8,2025-05-23 10:45:00,30.18611,-93.90833
2025-05-23 10:30:00,2025-05-23 11:37:12,4.0,ft,A,4.0,0.0,1.8,2025-05-23 10:30:00,30.18611,-93.90833
2025-05-23 10:15:00,2025-05-23 11:37:12,4.0,ft,A,4.0,0.0,1.8,2025-05-23 10:15:00,30.18611,-93.90833
2025-05-23 10:00:00,2025-05-23 10:37:14,4.0,ft,A,4.0,0.0,1.8,2025-05-23 10:00:00,30.18611,-93.90833
2025-05-23 09:45:00,2025-05-23 10:37:14,4.0,ft,A,4.0,0.0,1.8,2025-05-23 09:45:00,30.18611,-93.90833
2025-05-23 09:30:00,2025-05-23 10:37:14,4.0,ft,A,4.0,0.0,1.8,2025-05-23 09:30:00,30.18611,-93.90833
2025-05-23 09:15:00,2025-05-23 10:37:14,4.0,ft,A,4.0,0.0,1.8,2025-05-23 09:15:00,30.18611,-93.90833
2025-05-23 09:00:00,2025-05-23 09:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 09:00:00,30.18611,-93.90833
2025-05-23 08:45:00,2025-05-23 09:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 08:45:00,30.18611,-93.90833
2025-05-23 08:30:00,2025-05-23 09:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 08:30:00,30.18611,-93.90833
2025-05-23 08:15:00,2025-05-23 09:37:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 08:15:00,30.18611,-93.90833
2025-05-23 08:00:00,2025-05-23 08:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 08:00:00,30.18611,-93.90833
2025-05-23 07:45:00,2025-05-23 08:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 07:45:00,30.18611,-93.90833
2025-05-23 07:30:00,2025-05-23 08:22:13,4.0,ft,A,4.0,0.0,1.8,2025-05-23 07:30:00,30.18611,-93.90833
2025-05-23 07:15:00,2025-05-23 08:22:13,4.0,ft,A,4.0,0.0,1.9,2025-05-23 07:15:00,30.18611,-93.90833
2025-05-23 07:00:00,2025-05-23 07:37:14,4.0,ft,A,4.0,0.0,1.8,2025-05-23 07:00:00,30.18611,-93.90833
2025-05-23 06:45:00,2025-05-23 07:37:14,4.0,ft,A,4.0,0.0,1.8,2025-05-23 06:45:00,30.18611,-93.90833
2025-05-23 06:30:00,2025-05-23 07:37:14,4.0,ft,A,4.0,0.0,1.9,2025-05-23 06:30:00,30.18611,-93.90833
2025-05-23 06:15:00,2025-05-23 07:37:14,4.0,ft,A,4.0,0.0,1.9,2025-05-23 06:15:00,30.18611,-93.90833
2025-05-23 06:00:00,2025-05-23 06:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 06:00:00,30.18611,-93.90833
2025-05-23 05:45:00,2025-05-23 06:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 05:45:00,30.18611,-93.90833
2025-05-23 05:30:00,2025-05-23 06:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 05:30:00,30.18611,-93.90833
2025-05-23 05:15:00,2025-05-23 06:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 05:15:00,30.18611,-93.90833
2025-05-23 05:00:00,2025-05-23 05:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 05:00:00,30.18611,-93.90833
2025-05-23 04:45:00,2025-05-23 05:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 04:45:00,30.18611,-93.90833
2025-05-23 04:30:00,2025-05-23 05:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 04:30:00,30.18611,-93.90833
2025-05-23 04:15:00,2025-05-23 05:22:12,4.0,ft,A,4.0,0.0,1.9,2025-05-23 04:15:00,30.18611,-93.90833
2025-05-23 04:00:00,2025-05-23 04:22:15,4.0,ft,A,4.0,0.0,1.9,2025-05-23 04:00:00,30.18611,-93.90833
2025-05-23 03:45:00,2025-05-23 04:22:15,4.0,ft,A,4.0,0.0,1.9,2025-05-23 03:45:00,30.18611,-93.90833
2025-05-23 03:30:00,2025-05-23 04:22:15,4.0,ft,A,4.0,0.0,1.9,2025-05-23 03:30:00,30.18611,-93.90833
2025-05-23 03:15:00,2025-05-23 04:22:15,4.0,ft,A,4.0,0.0,1.9,2025-05-23 03:15:00,30.18611,-93.90833
2025-05-23 03:00:00,2025-05-23 03:22:11,4.0,ft,A,4.0,0.0,2.0,2025-05-23 03:00:00,30.18611,-93.90833
2025-05-23 02:45:00,2025-05-23 03:22:11,4.0,ft,A,4.0,0.0,2.0,2025-05-23 02:45:00,30.18611,-93.90833
2025-05-23 02:30:00,2025-05-23 03:22:11,4.0,ft,A,4.0,0.0,2.0,2025-05-23 02:30:00,30.18611,-93.90833
2025-05-23 02:15:00,2025-05-23 03:22:11,4.0,ft,A,4.0,0.0,2.0,2025-05-23 02:15:00,30.18611,-93.90833
2025-05-23 02:00:00,2025-05-23 02:52:15,4.0,ft,A,4.0,0.0,2.0,2025-05-23 02:00:00,30.18611,-93.90833
2025-05-23 01:45:00,2025-05-23 02:52:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 01:45:00,30.18611,-93.90833
2025-05-23 01:30:00,2025-05-23 02:52:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 01:30:00,30.18611,-93.90833
2025-05-23 01:15:00,2025-05-23 02:52:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 01:15:00,30.18611,-93.90833
2025-05-23 01:00:00,2025-05-23 01:22:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 01:00:00,30.18611,-93.90833
2025-05-23 00:45:00,2025-05-23 01:22:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 00:45:00,30.18611,-93.90833
2025-05-23 00:30:00,2025-05-23 01:22:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 00:30:00,30.18611,-93.90833
2025-05-23 00:15:00,2025-05-23 01:22:15,4.0,ft,A,4.0,0.0,2.1,2025-05-23 00:15:00,30.18611,-93.90833
2025-05-23 00:00:00,2025-05-23 00:22:14,4.0,ft,A,4.0,0.0,2.1,2025-05-23 00:00:00,30.18611,-93.90833
2025-05-22 23:45:00,2025-05-23 00:22:14,4.0,ft,A,4.0,0.0,2.1,2025-05-22 23:45:00,30.18611,-93.90833
2025-05-22 23:30:00,2025-05-23 00:22:14,4.0,ft,A,4.0,0.0,2.2,2025-05-22 23:30:00,30.18611,-93.90833
2025-05-22 23:15:00,2025-05-23 00:22:14,4.0,ft,A,4.0,0.0,2.2,2025-05-22 23:15:00,30.18611,-93.90833
2025-05-22 23:00:00,2025-05-22 23:37:13,4.0,ft,A,4.0,0.0,2.2,2025-05-22 23:00:00,30.18611,-93.90833
2025-05-22 22:45:00,2025-05-22 23:37:13,4.0,ft,A,4.0,0.0,2.2,2025-05-22 22:45:00,30.18611,-93.90833
2025-05-22 22:30:00,2025-05-22 23:37:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 22:30:00,30.18611,-93.90833
2025-05-22 22:15:00,2025-05-22 23:37:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 22:15:00,30.18611,-93.90833
2025-05-22 22:00:00,2025-05-22 22:22:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 22:00:00,30.18611,-93.90833
2025-05-22 21:45:00,2025-05-22 22:22:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 21:45:00,30.18611,-93.90833
2025-05-22 21:30:00,2025-05-22 22:22:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 21:30:00,30.18611,-93.90833
2025-05-22 21:15:00,2025-05-22 22:22:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 21:15:00,30.18611,-93.90833
2025-05-22 21:00:00,2025-05-22 21:37:15,4.0,ft,A,4.0,0.0,2.3,2025-05-22 21:00:00,30.18611,-93.90833
2025-05-22 20:45:00,2025-05-22 21:37:15,4.0,ft,A,4.0,0.0,2.3,2025-05-22 20:45:00,30.18611,-93.90833
2025-05-22 20:30:00,2025-05-22 21:37:15,4.0,ft,A,4.0,0.0,2.3,2025-05-22 20:30:00,30.18611,-93.90833
2025-05-22 20:15:00,2025-05-22 21:37:15,4.0,ft,A,4.0,0.0,2.3,2025-05-22 20:15:00,30.18611,-93.90833
2025-05-22 20:00:00,2025-05-22 20:22:13,4.0,ft,A,4.0,0.0,2.3,2025-05-22 20:00:00,30.18611,-93.90833
2025-05-22 19:45:00,2025-05-22 20:22:13,4.0,ft,A,4.0,0.0,2.2,2025-05-22 19:45:00,30.18611,-93.90833
2025-05-22 19:30:00,2025-05-22 20:22:13,4.0,ft,A,4.0,0.0,2.2,2025-05-22 19:30:00,30.18611,-93.90833
2025-05-22 19:15:00,2025-05-22 20:22:13,4.0,ft,A,4.0,0.0,2.2,2025-05-22 19:15:00,30.18611,-93.90833
2025-05-22 19:00:00,2025-05-22 19:37:14,4.0,ft,A,4.0,0.0,2.2,2025-05-22 19:00:00,30.18611,-93.90833
2025-05-22 18:45:00,2025-05-22 19:37:14,4.0,ft,A,4.0,0.0,2.1,2025-05-22 18:45:00,30.18611,-93.90833
2025-05-22 18:30:00,2025-05-22 19:37:14,4.0,ft,A,4.0,0.0,2.1,2025-05-22 18:30:00,30.18611,-93.90833
2025-05-22 18:15:00,2025-05-22 19:37:14,4.0,ft,A,4.0,0.0,2.1,2025-05-22 18:15:00,30.18611,-93.90833
2025-05-22 18:00:00,2025-05-22 18:37:11,4.0,ft,A,4.0,0.0,2.1,2025-05-22 18:00:00,30.18611,-93.90833
2025-05-22 17:45:00,2025-05-22 18:37:11,4.0,ft,A,4.0,0.0,2.1,2025-05-22 17:45:00,30.18611,-93.90833
2025-05-22 17:30:00,2025-05-22 18:37:11,4.0,ft,A,4.0,0.0,2.2,2025-05-22 17:30:00,30.18611,-93.90833
2025-05-22 17:15:00,2025-05-22 18:37:11,4.0,ft,A,4.0,0.0,2.2,2025-05-22 17:15:00,30.18611,-93.90833
2025-05-22 17:00:00,2025-05-22 17:22:11,4.0,ft,A,4.0,0.0,2.2,2025-05-22 17:00:00,30.18611,-93.90833
2025-05-22 16:45:00,2025-05-22 17:22:11,4.0,ft,A,4.0,0.0,2.2,2025-05-22 16:45:00,30.18611,-93.90833
2025-05-22 16:30:00,2025-05-22 17:22:11,4.0,ft,A,4.0,0.0,2.2,2025-05-22 16:30:00,30.18611,-93.90833
